ENTIDAD,NOM_ENT,MUN,NOM_MUN,LOC,NOM_LOC,LONGITUD,LATITUD,P_TOTAL
24,San Luis Potosí,17,Guadalcázar,65,San Juan sin Agua,-10029210,2256150,635
24,San Luis Potosí,17,Guadalcázar,20,El Jicote,-10007190,2256160,301
32,Zacatecas,37,Pánuco,21,San Antonio del Ciprés,-10229020,2256160,3338
25,Sinaloa,14,Rosario,45,Ejido Ponce,-10549160,2256170,684
25,Sinaloa,14,Rosario,22,La Guásima,-10607020,2256260,704
24,San Luis Potosí,45,Venado,59,Santa Rita,-10102030,2256430,503
32,Zacatecas,37,Pánuco,16,Pozo de Gamboa,-10234180,2256430,5221
24,San Luis Potosí,49,Villa de Ramos,24,Noria del Gato,-10210190,2256440,440
25,Sinaloa,14,Rosario,27,Laguna de Beltranes,-10554340,2256520,597
32,Zacatecas,5,Calera,1,Víctor Rosales,-10242080,2256560,32721
28,Tamaulipas,43,Xicoténcatl,215,El Azúcar,-9859350,2257040,498
28,Tamaulipas,43,Xicoténcatl,46,Francisco Villa,-9859400,2257100,390
28,Tamaulipas,39,Tula,79,Tanque Blanco,-9946010,2257110,628
28,Tamaulipas,2,Aldama,163,Paso Hondo,-9805040,2257130,326
32,Zacatecas,49,Valparaíso,10,Ameca (La Hacienda),-10400030,2257160,398
25,Sinaloa,14,Rosario,15,Cruz Pedregoza,-10556090,2257200,426
32,Zacatecas,5,Calera,234,Lomas de Calera,-10243320,2257230,395
24,San Luis Potosí,45,Venado,37,Polocote de Arriba,-10107530,2257310,627
10,Durango,14,Mezquital,15,La Guajolota,-10437490,2257410,449
28,Tamaulipas,43,Xicoténcatl,300,Primero de Mayo,-9857080,2257420,2445
25,Sinaloa,14,Rosario,20,Ejido Gregorio Vázquez Moreno (San Joachín),-10608100,2257590,874
24,San Luis Potosí,45,Venado,65,Tierra Blanca,-10103470,2258000,303
25,Sinaloa,14,Rosario,37,Ojitos,-10554390,2258010,366
24,San Luis Potosí,45,Venado,30,El Laurel,-10111580,2258020,334
28,Tamaulipas,11,Gómez Farías,124,Seiscientos Uno (Poblado Seiscientos Uno),-9903100,2258030,416
24,San Luis Potosí,49,Villa de Ramos,34,San Martín,-10156180,2258030,324
28,Tamaulipas,39,Tula,39,Lázaro Cárdenas (Cerro Gordo),-10003100,2258160,1075
28,Tamaulipas,2,Aldama,148,El Nacimiento,-9810040,2259050,398
28,Tamaulipas,39,Tula,83,Tierras Blancas (Cinco de Mayo),-9939010,2259210,385
32,Zacatecas,17,Guadalupe,169,Francisco E. García (Los Rancheros),-10217260,2259240,434
32,Zacatecas,13,General Enrique Estrada,2,Adjuntas del Peñasco (El Peñasco),-10250260,2259290,515
25,Sinaloa,14,Rosario,1,El Rosario,-10551410,2259310,16001
28,Tamaulipas,39,Tula,73,Santa Ana de Nahola,-9952150,2259330,894
32,Zacatecas,13,General Enrique Estrada,1,General Enrique Estrada,-10244290,2259400,3887
28,Tamaulipas,12,González,33,El Centauro,-9842250,2259440,331
28,Tamaulipas,43,Xicoténcatl,1,Xicoténcatl,-9856410,2259450,9593
28,Tamaulipas,39,Tula,7,El Boludo,-9953450,2259450,357
32,Zacatecas,37,Pánuco,17,Los Pozos,-10229230,2259450,565
25,Sinaloa,14,Rosario,287,El Matadero,-10602540,2259480,718
25,Sinaloa,14,Rosario,18,Chilillos,-10550290,2259490,536
24,San Luis Potosí,49,Villa de Ramos,30,San Cipriano,-10154080,2259530,428
24,San Luis Potosí,49,Villa de Ramos,32,San Francisco,-10155530,2300000,675
24,San Luis Potosí,49,Villa de Ramos,12,Dulce Grande,-10210350,2300020,5967
28,Tamaulipas,39,Tula,1,Ciudad Tula,-9942300,2300100,10043
24,San Luis Potosí,17,Guadalcázar,78,La Ventana,-10015550,2300220,758
10,Durango,14,Mezquital,11,Los Charcos,-10418110,2300310,531
25,Sinaloa,14,Rosario,41,Los Pozos,-10609090,2300340,1110
28,Tamaulipas,39,Tula,84,El Refugio (La Unión),-9932270,2300410,332
32,Zacatecas,37,Pánuco,23,San Juan,-10222350,2300440,808
25,Sinaloa,14,Rosario,134,Teodoro Beltrán (La Hacienda),-10609180,2300450,676
3,Baja California Sur,8,Los Cabos,1220,Lomas Cotos Residenciales,-10944090,2300460,473
24,San Luis Potosí,17,Guadalcázar,30,Norias del Refugio,-10028210,2300470,1061
24,San Luis Potosí,47,Villa de Guadalupe,52,Santa Teresa,-10032400,2300480,517
28,Tamaulipas,43,Xicoténcatl,146,Segunda Unidad Xicoténcatl (El Aquiche),-9852460,2300500,854
32,Zacatecas,10,Fresnillo,115,Labor de Santa Bárbara,-10312210,2300500,565
24,San Luis Potosí,45,Venado,68,La Trinidad,-10054510,2300580,339
24,San Luis Potosí,49,Villa de Ramos,22,El Naranjal,-10204060,2301020,376
24,San Luis Potosí,17,Guadalcázar,52,San Carlos,-10019370,2301030,320
28,Tamaulipas,12,González,192,Nuevo Quintero,-9844400,2301060,356
32,Zacatecas,10,Fresnillo,236,La Soledad,-10314220,2301240,308
32,Zacatecas,37,Pánuco,10,Llano Blanco Norte,-10237200,2301250,562
28,Tamaulipas,43,Xicoténcatl,198,Emiliano Zapata,-9853010,2301280,922
25,Sinaloa,14,Rosario,47,Potrerillos,-10556450,2301390,958
25,Sinaloa,14,Rosario,303,Ojo de Agua de Osuna,-10557520,2301420,340
24,San Luis Potosí,49,Villa de Ramos,19,La Herradura,-10144530,2301460,2199
25,Sinaloa,14,Rosario,34,Matatán,-10543420,2301580,612
24,San Luis Potosí,49,Villa de Ramos,18,Hernández,-10202080,2301590,2681
25,Sinaloa,14,Rosario,59,Hacienda el Tamarindo,-10547480,2302010,424
25,Sinaloa,14,Rosario,575,Loma de Potrerillos,-10556460,2302030,294
28,Tamaulipas,11,Gómez Farías,69,El Ojo de Agua,-9907330,2302090,318
25,Sinaloa,14,Rosario,13,Copales,-10548590,2302230,370
28,Tamaulipas,43,Xicoténcatl,9,José Ascensión Rodríguez Martínez (Las Amarillas),-9903410,2302340,301
28,Tamaulipas,11,Gómez Farías,36,Gómez Farías,-9909150,2302460,883
32,Zacatecas,13,General Enrique Estrada,12,General Félix U. Gómez (El Muerto),-10246250,2302530,920
28,Tamaulipas,2,Aldama,21,Barra del Tordo,-9746150,2303070,887
25,Sinaloa,14,Rosario,24,Las Higueras,-10557210,2303120,601
24,San Luis Potosí,15,Charcas,83,Fátima,-10052470,2303160,353
32,Zacatecas,5,Calera,22,Ramón López Velarde (Toribio),-10241200,2303210,4510
28,Tamaulipas,39,Tula,114,El Carmen,-9948370,2303280,303
3,Baja California Sur,8,Los Cabos,1,San José del Cabo,-10942290,2303410,69788
32,Zacatecas,37,Pánuco,8,Laguna Seca,-10229550,2303470,1302
3,Baja California Sur,8,Los Cabos,198,La Playa,-10940060,2303510,1417
24,San Luis Potosí,15,Charcas,16,Elorza,-10052200,2303530,295
32,Zacatecas,10,Fresnillo,203,San Isidro de Cabrales,-10309560,2304000,444
3,Baja California Sur,8,Los Cabos,100,La Choya,-10940490,2304000,453
25,Sinaloa,14,Rosario,394,Cacalotán,-10550270,2304100,1690
32,Zacatecas,10,Fresnillo,109,Guadalupe de Trujillo,-10311570,2304120,573
24,San Luis Potosí,47,Villa de Guadalupe,42,San Francisco,-10033470,2304150,378
25,Sinaloa,14,Rosario,51,La Rastra,-10531000,2304230,364
24,San Luis Potosí,49,Villa de Ramos,10,La Concepción,-10213080,2304250,418
24,San Luis Potosí,49,Villa de Ramos,5,El Barril,-10209100,2304270,4620
25,Sinaloa,14,Rosario,58,El Ejido Tablón Número Uno (Las Cruces Cuatas),-10559130,2304320,544
24,San Luis Potosí,15,Charcas,7,Cañada Verde,-10106010,2304330,664
3,Baja California Sur,8,Los Cabos,24,Las Ánimas Bajas,-10941020,2304330,377
32,Zacatecas,10,Fresnillo,135,Miguel Hidalgo (Hidalgo),-10243320,2304340,3633
24,San Luis Potosí,47,Villa de Guadalupe,51,Santa Rita de los Hernández,-10047030,2304410,334
32,Zacatecas,51,Villa de Cos,25,Chaparrosa,-10216320,2305040,3785
32,Zacatecas,49,Valparaíso,66,Milpillas de la Sierra,-10340250,2305190,564
32,Zacatecas,10,Fresnillo,129,Matías Ramos,-10311010,2305250,678
32,Zacatecas,10,Fresnillo,83,Las Catarinas,-10236570,2305280,1535
28,Tamaulipas,43,Xicoténcatl,17,Benito Juárez,-9902270,2305350,304
24,San Luis Potosí,25,Salinas,13,El Estribo,-10133300,2305490,533
24,San Luis Potosí,33,Santo Domingo,39,Zaragoza (Pozo Salado),-10147030,2305500,453
25,Sinaloa,14,Rosario,435,Tablón Viejo,-10600340,2305510,373
24,San Luis Potosí,15,Charcas,2,Álvaro Obregón (Estación los Charcos),-10102010,2305530,574
28,Tamaulipas,39,Tula,42,Mamaleón (Mamá León),-9945490,2306020,392
32,Zacatecas,10,Fresnillo,231,Saucito del Poleo,-10254130,2306290,310
32,Zacatecas,10,Fresnillo,157,Palmira,-10242010,2306510,317
24,San Luis Potosí,47,Villa de Guadalupe,25,Palo Blanco,-10035110,2306550,314
3,Baja California Sur,8,Los Cabos,247,San José Viejo,-10942400,2307030,7222
10,Durango,23,Pueblo Nuevo,51,San Francisco de Lajas (Lajas),-10506070,2307060,610
32,Zacatecas,10,Fresnillo,190,Concepción Rivera,-10251450,2307100,355
24,San Luis Potosí,17,Guadalcázar,10,El Puerto de la Clavellina,-10007130,2307150,335
25,Sinaloa,12,Mazatlán,134,Barrón,-10616360,2307250,1792
32,Zacatecas,10,Fresnillo,252,Valle de San Isidro (San Isidro),-10239120,2307280,394
28,Tamaulipas,39,Tula,71,San Rafael,-9947360,2307290,508
32,Zacatecas,10,Fresnillo,178,Providencia de Rivera (Providencia la Estanzuela),-10249270,2307370,425
25,Sinaloa,4,Concordia,71,El Huajote,-10603320,2307440,1147
24,San Luis Potosí,15,Charcas,1,Charcas,-10106480,2307470,12748
32,Zacatecas,10,Fresnillo,250,Valdecañas,-10254360,2307530,380
3,Baja California Sur,8,Los Cabos,444,San Bernabé,-10942240,2307530,1794
32,Zacatecas,10,Fresnillo,79,La Cantera,-10314520,2307560,483
3,Baja California Sur,8,Los Cabos,1029,Fraccionamiento la Ballena Segunda Etapa,-10943420,2308040,613
25,Sinaloa,12,Mazatlán,761,El Walamo,-10614480,2308150,3085
3,Baja California Sur,8,Los Cabos,271,Santa Catarina,-10941240,2308190,561
28,Tamaulipas,19,Llera,73,El Nuevo Encino (El Encino),-9906490,2308200,737
32,Zacatecas,10,Fresnillo,212,San José del Alamito,-10302300,2308280,649
32,Zacatecas,10,Fresnillo,161,El Pardillo Tercero,-10242570,2308300,1687
24,San Luis Potosí,17,Guadalcázar,24,El Milagro de Guadalupe,-10026490,2308340,1271
32,Zacatecas,10,Fresnillo,160,El Pardillo Segundo,-10241060,2308390,568
32,Zacatecas,10,Fresnillo,206,Melchor Ocampo (San Jerónimo),-10309210,2308410,783
10,Durango,14,Mezquital,18,Laguna del Chivo,-10415460,2308490,293
32,Zacatecas,10,Fresnillo,230,Santiaguillo,-10239120,2308510,1378
32,Zacatecas,42,Sombrerete,91,Refugio de los Pozos,-10343270,2308510,420
32,Zacatecas,51,Villa de Cos,44,El Pardillo,-10221110,2308520,440
28,Tamaulipas,39,Tula,81,La Tapona,-9959240,2309010,467
3,Baja California Sur,8,Los Cabos,304,Las Veredas,-10942220,2309010,10478
32,Zacatecas,51,Villa de Cos,60,San Ramón,-10225430,2309040,533
32,Zacatecas,10,Fresnillo,414,Buenavista de Trujillo,-10311240,2309070,1541
24,San Luis Potosí,33,Santo Domingo,15,Jesús María,-10211320,2309150,1979
24,San Luis Potosí,47,Villa de Guadalupe,19,Santa Rosa la Masita,-10036310,2309280,526
32,Zacatecas,10,Fresnillo,248,Trujillo,-10310500,2309330,661
32,Zacatecas,51,Villa de Cos,24,Chupaderos,-10219360,2309340,2693
24,San Luis Potosí,33,Santo Domingo,22,San Antonio del Mezquite,-10153250,2309440,385
25,Sinaloa,4,Concordia,3,Agua Caliente de Gárate (Agua Caliente),-10605080,2309460,1865
24,San Luis Potosí,47,Villa de Guadalupe,49,Santa Isabel (El Pozo),-10050020,2309480,388
28,Tamaulipas,39,Tula,58,Salitrillo,-9949390,2309510,553
28,Tamaulipas,19,Llera,43,Francisco Villa,-9847190,2310040,317
24,San Luis Potosí,33,Santo Domingo,19,Providencia,-10200360,2310040,817
32,Zacatecas,10,Fresnillo,73,El Refugio de Ábrego (Benito Juárez),-10318130,2310210,369
32,Zacatecas,10,Fresnillo,177,Presa Leobardo Reynoso (Primero de Mayo),-10313010,2310220,618
28,Tamaulipas,39,Tula,3,Álvaro Obregón (La Noria),-9941340,2310280,506
32,Zacatecas,10,Fresnillo,142,Morfín Chávez,-10248090,2310280,586
28,Tamaulipas,2,Aldama,151,Nuevo Progreso (La Gaviota),-9757010,2310310,694
32,Zacatecas,10,Fresnillo,1,Fresnillo,-10252030,2310320,120944
32,Zacatecas,10,Fresnillo,200,San Cristóbal,-10303200,2310360,725
32,Zacatecas,10,Fresnillo,99,El Epazote,-10308540,2310410,417
32,Zacatecas,42,Sombrerete,69,Ojo de Agua la Batea,-10336560,2310410,347
3,Baja California Sur,8,Los Cabos,268,Santa Anita,-10942050,2310410,687
28,Tamaulipas,39,Tula,29,Francisco Villa (El Xichu),-9944060,2310460,412
32,Zacatecas,10,Fresnillo,735,Fraccionamiento San Felipe,-10248270,2310480,955
32,Zacatecas,51,Villa de Cos,8,González Ortega (Bañón),-10228300,2310520,5006
32,Zacatecas,10,Fresnillo,133,México Nuevo Uno (México Nuevo),-10300560,2310530,554
24,San Luis Potosí,15,Charcas,34,Pocitos,-10058390,2311110,341
3,Baja California Sur,8,Los Cabos,1030,Fraccionamiento Invi Santa Anita,-10942190,2311150,522
25,Sinaloa,12,Mazatlán,357,La Urraca Nueva,-10615290,2311160,444
25,Sinaloa,12,Mazatlán,348,Villa Unión,-10612570,2311180,13404
25,Sinaloa,12,Mazatlán,1257,Fraccionamiento los Ángeles,-10619480,2311180,6282
28,Tamaulipas,19,Llera,53,Ignacio Zaragoza,-9847100,2311200,865
32,Zacatecas,10,Fresnillo,240,Tapias de Santa Cruz (Pedro Ruiz González),-10307520,2311200,1495
32,Zacatecas,10,Fresnillo,106,Estación San José,-10247050,2311230,3487
28,Tamaulipas,19,Llera,64,Mariano Escobedo,-9847480,2311240,435
24,San Luis Potosí,17,Guadalcázar,57,San Ignacio,-10010440,2311250,802
24,San Luis Potosí,47,Villa de Guadalupe,14,Jarillas,-10050160,2311250,304
25,Sinaloa,12,Mazatlán,288,El Pozole,-10613490,2311250,420
32,Zacatecas,10,Fresnillo,256,Vicente Guerrero (Ábrego),-10321040,2311390,440
25,Sinaloa,12,Mazatlán,162,El Castillo,-10620180,2311410,2208
32,Zacatecas,10,Fresnillo,193,El Salto,-10304030,2311440,2137
25,Sinaloa,12,Mazatlán,1010,CERESO,-10619030,2311540,1532
32,Zacatecas,10,Fresnillo,118,Laguna Seca,-10247460,2312070,873
32,Zacatecas,10,Fresnillo,213,San José del Río,-10316160,2312070,707
25,Sinaloa,14,Rosario,17,Chele,-10553300,2312130,564
25,Sinaloa,12,Mazatlán,341,El Vainillo,-10615400,2312220,770
32,Zacatecas,10,Fresnillo,80,Carrillo,-10259110,2312260,1088
32,Zacatecas,42,Sombrerete,165,Niño Artillero,-10330270,2312260,339
28,Tamaulipas,19,Llera,138,Voz Campesina (Providencia),-9848240,2312320,348
32,Zacatecas,10,Fresnillo,100,Eréndira,-10301140,2312350,424
32,Zacatecas,10,Fresnillo,246,Torreón de los Pastores,-10305590,2312490,296
28,Tamaulipas,39,Tula,87,Verdolaga,-9950540,2312540,300
10,Durango,33,Súchil,59,Mesa de San Antonio (El Llano),-10413550,2312540,477
28,Tamaulipas,6,Bustamante,5,Calabacillas,-9944060,2313040,792
10,Durango,14,Mezquital,38,Santa María Magdalena de Taxicaringa,-10445590,2313200,377
32,Zacatecas,42,Sombrerete,25,Corrales,-10338350,2313370,1061
32,Zacatecas,10,Fresnillo,165,Plateros,-10250320,2313410,4902
32,Zacatecas,10,Fresnillo,224,Colonia Santa Anita,-10246020,2313430,518
3,Baja California Sur,8,Los Cabos,1086,Ninguno [CERESO],-10944460,2313470,603
32,Zacatecas,10,Fresnillo,166,Colonia Plenitud,-10304300,2313570,1233
32,Zacatecas,10,Fresnillo,61,Los Ángeles de los Medrano,-10255340,2314110,310
24,San Luis Potosí,33,Santo Domingo,14,Illescas,-10208460,2314130,1727
32,Zacatecas,10,Fresnillo,148,Nuevo Zaragoza,-10258530,2314150,386
32,Zacatecas,10,Fresnillo,92,Chichimequillas,-10234440,2314250,1422
32,Zacatecas,10,Fresnillo,96,Colonia Emancipación,-10303090,2314290,468
25,Sinaloa,12,Mazatlán,1,Mazatlán,-10624350,2314290,381583
25,Sinaloa,12,Mazatlán,311,San Francisquito,-10615130,2314320,820
25,Sinaloa,12,Mazatlán,304,El Roble,-10612210,2314440,2627
28,Tamaulipas,19,Llera,106,San Isidro,-9901480,2314470,370
24,San Luis Potosí,47,Villa de Guadalupe,56,Zaragoza de Solís,-10049470,2314470,614
25,Sinaloa,4,Concordia,100,Mesillas,-10602550,2314490,1676
19,Nuevo León,14,Dr. Arroyo,89,Presa de Maltos,-10023360,2314500,495
25,Sinaloa,4,Concordia,98,Malpica,-10607470,2315140,666
25,Sinaloa,12,Mazatlán,786,Lomas de Monterrey,-10615240,2315170,612
32,Zacatecas,21,Jiménez del Teul,1,Jiménez del Teul,-10347520,2315180,1662
19,Nuevo León,36,Mier y Noriega,20,San Isidro,-10010250,2315340,444
32,Zacatecas,10,Fresnillo,108,Felipe Ángeles (El Barranco),-10316310,2315430,469
28,Tamaulipas,19,Llera,22,Casa del Campesino (La Clementina),-9850440,2315490,512
32,Zacatecas,42,Sombrerete,34,Estancia de Guadalupe,-10341440,2316010,419
24,San Luis Potosí,20,Matehuala,93,Santa Cruz,-10037050,2316050,576
25,Sinaloa,12,Mazatlán,208,El Guayabo,-10613270,2316110,302
28,Tamaulipas,6,Bustamante,3,Las Albercas,-10003430,2316140,330
32,Zacatecas,10,Fresnillo,91,Ramón López Velarde (La Chicharrona),-10254490,2316200,541
25,Sinaloa,12,Mazatlán,191,Escamillas,-10614470,2316210,1083
32,Zacatecas,10,Fresnillo,210,San José de Lourdes,-10300320,2316400,5339
28,Tamaulipas,19,Llera,25,Las Compuertas,-9851360,2316500,629
28,Tamaulipas,19,Llera,35,Emiliano Zapata,-9855330,2316560,846
24,San Luis Potosí,47,Villa de Guadalupe,35,Rancho Alegre,-10050210,2316580,431
32,Zacatecas,21,Jiménez del Teul,4,Atotonilco,-10346100,2317110,530
25,Sinaloa,4,Concordia,1,Concordia,-10603500,2317130,8328
32,Zacatecas,51,Villa de Cos,1,Villa de Cos,-10221060,2317300,5759
32,Zacatecas,51,Villa de Cos,22,Charco Blanco (El Charco Blanco),-10228200,2317500,366
28,Tamaulipas,19,Llera,54,La Independencia,-9857470,2317530,399
32,Zacatecas,10,Fresnillo,201,San Gabriel,-10259250,2318010,778
28,Tamaulipas,31,Palmillas,1,Palmillas,-9932540,2318080,1092
25,Sinaloa,12,Mazatlán,133,El Bajío,-10613030,2318240,575
25,Sinaloa,12,Mazatlán,331,El Tecomate de Siqueros,-10615170,2318240,303
28,Tamaulipas,19,Llera,114,San Rafael,-9859050,2318320,483
24,San Luis Potosí,33,Santo Domingo,25,San Juan del Salado,-10157240,2318500,310
28,Tamaulipas,19,Llera,1,Llera de Canales,-9901270,2319040,4148
25,Sinaloa,12,Mazatlán,182,El Chilillo,-10623150,2319100,321
32,Zacatecas,10,Fresnillo,58,El Ahijadero,-10308280,2319110,676
28,Tamaulipas,19,Llera,78,General Pedro José Méndez,-9856310,2319120,621
24,San Luis Potosí,20,Matehuala,69,San Antonio de las Barrancas,-10039310,2319130,391
32,Zacatecas,10,Fresnillo,114,José María Morelos,-10300520,2319220,1182
28,Tamaulipas,37,Soto la Marina,922,La Zamorina,-9758350,2319290,418
24,San Luis Potosí,33,Santo Domingo,1,Santo Domingo,-10144110,2319290,730
32,Zacatecas,10,Fresnillo,140,Colonia Montemariana (Colonia Mariana),-10306440,2319350,1978
32,Zacatecas,10,Fresnillo,105,Francisco I. Madero,-10319230,2319360,682
32,Zacatecas,10,Fresnillo,202,San Ignacio,-10259440,2319380,798
10,Durango,23,Pueblo Nuevo,90,El Zapote,-10521320,2319400,343
25,Sinaloa,12,Mazatlán,169,Cofradía (Cofradía de Leyva Solano),-10615200,2319410,496
32,Zacatecas,10,Fresnillo,134,Rafael Yáñez Sosa (El Mezquite),-10236370,2319420,2085
28,Tamaulipas,6,Bustamante,2,El Aguacate,-9945460,2319480,530
3,Baja California Sur,8,Los Cabos,56,Caduaño,-10946290,2319560,334
24,San Luis Potosí,33,Santo Domingo,30,Santa Matilde,-10150040,2319590,656
32,Zacatecas,10,Fresnillo,130,Mendoza,-10241520,2320050,435
24,San Luis Potosí,33,Santo Domingo,31,San Vicente Banderillas,-10206000,2320080,322
19,Nuevo León,36,Mier y Noriega,4,Cerros Blancos,-10011310,2320160,537
25,Sinaloa,12,Mazatlán,325,Siqueros,-10614290,2320290,1038
32,Zacatecas,10,Fresnillo,189,Río Florido,-10259230,2320390,4005
28,Tamaulipas,6,Bustamante,16,El Llano y Anexas (El Llano),-10000190,2320510,425
28,Tamaulipas,17,Jaumave,43,Padrón y Juárez (La Puente),-9925360,2320520,444
25,Sinaloa,4,Concordia,172,Zavala,-10606510,2321020,644
25,Sinaloa,12,Mazatlán,210,El Habal,-10625020,2321040,1144
24,San Luis Potosí,47,Villa de Guadalupe,16,El Leoncito,-10046350,2321200,301
32,Zacatecas,9,Chalchihuites,22,Hidalgo del Manto,-10351120,2321200,373
19,Nuevo León,36,Mier y Noriega,15,La Presita de Cerros Blancos (La Presita),-10011020,2321290,435
32,Zacatecas,10,Fresnillo,70,Colonia Bañuelos (Bajío de Bañuelos),-10300420,2321340,482
25,Sinaloa,12,Mazatlán,293,Puerta de Canoas,-10622570,2321370,345
10,Durango,23,Pueblo Nuevo,58,Los Naranjos,-10529340,2321420,357
24,San Luis Potosí,20,Matehuala,12,El Carmen,-10033210,2321430,362
32,Zacatecas,10,Fresnillo,235,Seis de Enero,-10304220,2321480,2416
19,Nuevo León,36,Mier y Noriega,25,Tapona Moreña,-10019090,2321510,512
3,Baja California Sur,3,La Paz,684,El Pescadero,-11010060,2321510,2338
25,Sinaloa,4,Concordia,162,El Verde,-10608070,2321530,1263
25,Sinaloa,4,Concordia,303,Chupaderos,-10557150,2321570,382
19,Nuevo León,14,Dr. Arroyo,99,Puerto del Aire,-10025440,2322030,477
28,Tamaulipas,6,Bustamante,22,San Antonio de Padua,-10005010,2322040,310
32,Zacatecas,51,Villa de Cos,46,La Prieta,-10208230,2322040,809
3,Baja California Sur,8,Los Cabos,159,Miraflores,-10946340,2322090,1384
24,San Luis Potosí,20,Matehuala,80,San José de los Guajes,-10037060,2322110,368
28,Tamaulipas,17,Jaumave,65,San Lorenzo (San Lorencito),-9924180,2322130,432
24,San Luis Potosí,33,Santo Domingo,37,Zancarrón,-10213100,2322230,649
24,San Luis Potosí,47,Villa de Guadalupe,1,Villa de Guadalupe,-10045290,2322280,971
28,Tamaulipas,6,Bustamante,4,Las Antonias,-9953130,2322360,346
25,Sinaloa,4,Concordia,46,Cuatantal,-10547170,2322380,417
32,Zacatecas,10,Fresnillo,60,Altamira,-10259130,2322550,1526
10,Durango,23,Pueblo Nuevo,75,San Bernardino de Milpillas Chico,-10509050,2322570,1296
10,Durango,23,Pueblo Nuevo,68,Pueblo Nuevo (Pueblo de Caña),-10522140,2323000,360
32,Zacatecas,10,Fresnillo,84,El Centro,-10318200,2323150,784
10,Durango,23,Pueblo Nuevo,127,La Escondida,-10539110,2323170,453
28,Tamaulipas,6,Bustamante,9,Felipe Ángeles (El Gavilán),-9945100,2323220,732
25,Sinaloa,12,Mazatlán,286,El Potrero de Carrasco,-10626560,2323280,361
10,Durango,23,Pueblo Nuevo,54,Mesa de San Pedro,-10535460,2323310,771
32,Zacatecas,51,Villa de Cos,19,Cervantes,-10200540,2323320,526
32,Zacatecas,9,Chalchihuites,25,José María Morelos (San José de Gracia),-10353580,2323360,946
25,Sinaloa,4,Concordia,39,La Concepción (La Barrigona),-10610070,2323390,1050
32,Zacatecas,10,Fresnillo,82,La Casita,-10315230,2323440,574
25,Sinaloa,4,Concordia,40,Copala,-10556020,2323460,506
24,San Luis Potosí,33,Santo Domingo,20,El Sabino,-10142490,2323540,381
19,Nuevo León,36,Mier y Noriega,3,La Cardona,-9958520,2324130,600
28,Tamaulipas,17,Jaumave,35,Matías García (La Hacienda),-9926080,2324170,782
28,Tamaulipas,17,Jaumave,1,Jaumave,-9922490,2324190,5633
32,Zacatecas,10,Fresnillo,68,El Baluarte,-10302110,2324190,980
25,Sinaloa,12,Mazatlán,300,El Recodo,-10612450,2324250,623
32,Zacatecas,51,Villa de Cos,52,El Rucio,-10204510,2324310,1369
10,Durango,23,Pueblo Nuevo,56,Llano Grande de Milpillas Chico,-10502360,2324370,627
25,Sinaloa,4,Concordia,146,Santa Catarina,-10604530,2324390,408
25,Sinaloa,4,Concordia,154,Tepuxta,-10611590,2324420,501
32,Zacatecas,10,Fresnillo,164,Plan de Vallecitos,-10250560,2324440,433
32,Zacatecas,10,Fresnillo,104,Francisco García Salinas (La Larga),-10240350,2325090,301
24,San Luis Potosí,47,Villa de Guadalupe,6,Buenavista,-10047380,2325160,334
19,Nuevo León,36,Mier y Noriega,1,Mier y Noriega,-10007000,2325200,1214
25,Sinaloa,4,Concordia,120,Pánuco,-10554040,2325300,341
25,Sinaloa,4,Concordia,125,La Petaca,-10548110,2325360,928
24,San Luis Potosí,47,Villa de Guadalupe,12,Guadalupito,-10040350,2325480,392
32,Zacatecas,51,Villa de Cos,16,Cañas,-10215470,2326060,598
28,Tamaulipas,6,Bustamante,1,Bustamante,-9945250,2326070,1392
10,Durango,33,Súchil,13,San Juan de Michis,-10408040,2326100,331
25,Sinaloa,4,Concordia,53,Chirimoyos,-10548380,2326140,364
25,Sinaloa,4,Concordia,147,Santa Lucía,-10551100,2326150,569
32,Zacatecas,9,Chalchihuites,36,Piedras Azules,-10355040,2326390,331
25,Sinaloa,12,Mazatlán,302,El Recreo,-10632000,2326450,579
32,Zacatecas,10,Fresnillo,112,Estación Gutiérrez,-10247200,2326460,988
32,Zacatecas,10,Fresnillo,191,La Salada,-10252550,2326460,635
32,Zacatecas,10,Fresnillo,185,Redención,-10246570,2326530,443
3,Baja California Sur,3,La Paz,3,Todos Santos,-11013240,2326550,5148
19,Nuevo León,36,Mier y Noriega,17,El Refugio de Cerros Blancos,-10012520,2326590,454
32,Zacatecas,10,Fresnillo,183,Lázaro Cárdenas (Rancho Grande),-10257450,2327020,3857
28,Tamaulipas,17,Jaumave,33,Magdaleno Aguilar (Santiaguillo),-9933300,2327080,342
25,Sinaloa,12,Mazatlán,355,Los Zapotes,-10627520,2327100,337
25,Sinaloa,4,Concordia,133,Potrerillos,-10549410,2327120,502
28,Tamaulipas,17,Jaumave,64,San Juanito,-9924510,2327130,512
32,Zacatecas,51,Villa de Cos,65,Tierra y Libertad (San Blas),-10223200,2327130,501
24,San Luis Potosí,20,Matehuala,37,El Mezquite,-10035190,2327380,323
3,Baja California Sur,8,Los Cabos,348,Matancitas,-10943510,2327460,364
32,Zacatecas,10,Fresnillo,98,La Encantada,-10252190,2327530,680
19,Nuevo León,36,Mier y Noriega,18,San Antonio de Alamitos,-10012590,2327540,341
24,San Luis Potosí,6,Catorce,15,Guadalupe del Carnicero (La Maroma),-10059220,2327590,374
